iter	Logloss
0	0.5429988403
1	0.4345736694
2	0.3577297974
3	0.3001063843
4	0.2602972412
5	0.2289150085
6	0.2075617981
7	0.1902801361
8	0.1772322083
9	0.1632381592
10	0.1533704376
11	0.1455648804
12	0.1381060638
13	0.1325100708
14	0.1268431244
15	0.1219391785
16	0.1180932388
17	0.1140704041
18	0.1100134964
19	0.1064835815
20	0.1035280151
21	0.1009069214
22	0.09777272034
23	0.0953407135
24	0.09294290161
25	0.09107583618
26	0.08948262024
27	0.08811445618
28	0.08595345306
29	0.08443829346
30	0.0826085968
31	0.08129571533
32	0.08046682739
33	0.07950253296
34	0.0780203476
35	0.07699442291
36	0.0755864563
37	0.07401084137
38	0.07268084717
39	0.07202159119
40	0.07040574646
41	0.06957379913
42	0.06891677856
43	0.06830522156
44	0.06752030945
45	0.06663663483
46	0.0659156723
47	0.06537884521
48	0.06461360168
49	0.06425828552
50	0.063296875
51	0.06266114807
52	0.06208805084
53	0.06095238495
54	0.06044090652
55	0.05979753113
56	0.05881298828
57	0.05804985046
58	0.05719901657
59	0.05657641602
60	0.05572828293
61	0.05498008728
62	0.05403006744
63	0.05323760986
64	0.05230014038
65	0.05174187469
66	0.05100577164
67	0.05066401672
68	0.04963181686
69	0.04909980011
70	0.0486762085
71	0.04837892151
72	0.04780587387
73	0.04703365707
74	0.0466872406
75	0.04604347229
76	0.04579518127
77	0.045402771
78	0.04509234619
79	0.04460030365
80	0.04399662781
81	0.04354914856
82	0.04335874939
83	0.04268114853
84	0.04231290817
85	0.04188157654
86	0.04149142075
87	0.04123864746
88	0.04090089798
89	0.04048526764
90	0.04027667236
91	0.03995272064
92	0.03974035263
93	0.03933926392
94	0.03902859497
95	0.0382508812
96	0.0379924469
97	0.03768981171
98	0.03717883301
99	0.03680021667
100	0.03637071228
101	0.03591404343
102	0.03585044861
103	0.03553935242
104	0.03542960358
105	0.03515858841
106	0.03489084244
107	0.03468107605
108	0.03443312836
109	0.03416400909
110	0.034003685
111	0.03397022247
112	0.03373775101
113	0.03339572144
114	0.03333578491
115	0.03307089996
116	0.03262880325
117	0.03256372833
118	0.03236675262
119	0.03209818649
120	0.03192780495
121	0.03160741615
122	0.03125315857
123	0.03075674057
124	0.03057400513
125	0.0302554493
126	0.03011833382
127	0.03011527634
128	0.02995448685
129	0.02968746948
130	0.02954196548
131	0.02925401688
132	0.02903985596
133	0.02893899155
134	0.0285375042
135	0.02825480843
136	0.02807895851
137	0.02793789482
138	0.0277778511
139	0.02746530914
140	0.02714020157
141	0.02680060387
142	0.0265083828
143	0.0265083065
144	0.02632219124
145	0.02608977509
146	0.02608970261
147	0.02608646584
148	0.02593734741
149	0.02553283882
150	0.02542141533
151	0.02541987991
152	0.02531362534
153	0.0252264328
154	0.02522305107
155	0.02504598236
156	0.02491717148
157	0.02464128876
158	0.02463983536
159	0.02447476578
160	0.02428247833
161	0.02428001404
162	0.02407538986
163	0.02395047188
164	0.02382641983
165	0.02366329193
166	0.02356697464
167	0.02347842407
168	0.02322352982
169	0.02314044189
170	0.02303461456
171	0.02285614014
172	0.02264731026
173	0.02252739143
174	0.02232383347
175	0.02226887703
176	0.02212504578
177	0.02203414154
178	0.02199145317
179	0.02189753723
180	0.02175242615
181	0.0216165657
182	0.02148155975
183	0.02129587173
184	0.02103155136
185	0.0210069828
186	0.02093584824
187	0.02093577957
188	0.02074954605
189	0.02067729187
190	0.02052483177
191	0.02041142654
192	0.02030080605
193	0.02020875549
194	0.01997147369
195	0.01996977997
196	0.0198594017
197	0.01972983551
198	0.01960454178
199	0.0195100193
